symptome01,symptome02,symptome03,symptome04,symptome05,symptome06,symptome07,symptome08,symptome09,symptome10,symptome11,symptome12,symptome13,symptome14,maladie
lésions ulcérées,ulcéro-croûteuses,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La leishmaniose cutanée
lésions ulcérées,ulcéro-croûteuses,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La leishmaniose cutanée
lésions ulcérées,ulcéro-croûteuses,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La leishmaniose cutanée
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
fortes démangeaisons,atteinte cutanée qui provoque un défigurement,déficience visuelle,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,onchocercose
fièvre,écoulement nasal,yeux rouges et larmoyants,petites taches blanches à l’intérieur des joues,toux,Éruption cutanée semblable à de petites taches rouges,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,rougeole
fièvre,écoulement nasal,yeux rouges et larmoyants,petites taches blanches à l’intérieur des joues,toux,Éruption cutanée semblable à de petites taches rouges,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,rougeole
fièvre,mal de tête,fatigue,douleurs musculaires et articulaires,douleur derrière les yeux,troubles digestifs,œdèmes des mains ,œdèmes des pieds,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,zika
fièvre,mal de tête,fatigue,douleurs musculaires et articulaires,douleur derrière les yeux,troubles digestifs,œdèmes des mains ,œdèmes des pieds,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,zika
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
